interest_rate,installment,log_annual_income,debt_income_ratio,fico,revolve_utilized,days_with_credit_line,revolve_balance,inquiries_last_6_mon,delinquent_2_yrs,public_recs,income_installment_ratio,debt_to_credit_ratio,credit_policy,purpose
0.755456234082811,1.112192586397803,0.7176393762672372,0.014790394073811743,-0.6293236190180335,0.9532912532131713,0.4416627541329931,0.4181499823672678,0.0,3.1188731797966303,0.0,-0.2843979523179933,0.11293231837589943,1.0,0.13025319759853823
-1.7939573412182295,-0.7961035497145178,0.18481611290053407,0.020626059581456243,0.6891018776369209,-0.15034820815848124,0.40294615331473005,0.18521577449300283,-0.6871787085754145,0.0,0.0,0.6544620861650104,0.08706721631186716,1.0,0.13025319759853823
-0.9177144531147609,-0.8909483176336633,-0.25097444932014307,-0.09900508332525856,0.1617316789749391,-0.33944531213181733,0.8132081746873583,0.5288194815171557,-0.6871787085754145,3.1188731797966303,0.0,0.5424177345899464,0.6820584316136024,1.0,0.41033672670321064
0.4948495130520374,0.09723228479348468,1.12646969712914,0.5122808786005159,-0.6293236190180335,0.08688270409897675,-0.3766395881273297,-0.8176619042376063,0.0,0.0,0.0,0.4643779342713519,-0.8354411576922753,1.0,0.24693291568780998
0.32488860803196895,0.5779569933923657,1.2031908947371153,-0.3324317036310434,-1.2885363673455106,-1.6149912316610482,-2.3546560630060402,-2.2028194413528754,0.633532963800438,0.0,0.0,0.26489810557015137,-0.9436764667557286,0.0,0.41033672670321064
-1.6088888001963761,-0.9426156720243999,0.3756214275023782,-0.5585637420522727,1.2164720762989025,-1.315873994466862,-0.6566071721664473,-0.5460767430902154,-0.6871787085754145,0.0,0.0,0.9224550993556315,-0.6385924238128894,1.0,0.06408248499086401
1.1520316791296399,-1.255142523653625,-2.1829835782972977,1.4751656873618784,-0.49748106935253805,0.3103610997038285,-1.2513184024093424,-0.3881851897279881,-0.6871787085754145,0.0,0.0,0.20100387959951424,0.3839474177375705,1.0,0.0660401983816236
0.39287297003999655,-0.0075578424215303865,-0.18316857525381003,0.6465011852763419,-1.2885363673455106,1.7474990899011829,0.763342311722621,-0.2818404941828621,0.5024833322018825,0.0,4.218155198292494,-0.2806671265488853,-0.28755247834210357,1.0,0.13025319759853823
-0.7288690030924614,-0.6698702575786527,0.7368420536728103,-1.050218561071332,0.029889129309443672,-0.4494654453526675,0.9833760425845737,0.34792354416885746,-0.6871787085754145,0.0,0.0,0.8021722923474064,0.030894542625237383,1.0,0.04607152179587575
1.4126384001604126,-0.6297007088128969,-0.18316857525381003,-0.29158204507753116,-1.2885363673455106,1.5790307609067564,-0.48192873247972984,-0.8422920008678552,-0.6871787085754145,0.0,0.0,0.26796071630358537,-0.7269452607739243,1.0,0.41033672670321064
0.5779415110618494,-0.6249463419299933,-0.7754206239405309,0.0410508888582125,-0.6293236190180335,0.038748895814854876,-1.2959178284375743,-0.019723558127779893,0.0,0.0,0.0,-0.1077121318209007,0.26241421699796846,1.0,0.41033672670321064
0.10205097700565516,-0.7795117795721405,-2.4211871621727887,-0.14277257463259307,-0.36563851968704264,-0.29474963301084706,-0.0052800219830895145,-0.3005728092922684,0.5024833322018825,0.0,0.0,-1.0947161458378516,0.6315807516033549,1.0,0.41033672670321064
1.2917773121461407,0.9963897930356547,1.2709967688034485,1.059374519942199,-0.7611661686835289,1.6993652816170612,0.34628115308393126,1.7864624937591778,-0.6871787085754145,3.1188731797966303,0.0,0.12563472582438784,1.0755150106933664,1.0,0.41033672670321064
0.4948495130520374,0.4268360460429345,1.12646969712914,-0.3134657907311983,-0.8930087183490244,0.4135049745983755,1.4205272958224473,-0.10033534129312781,-0.6871787085754145,0.0,4.218155198292494,0.29176401998317947,-0.4955582151602022,1.0,0.41033672670321064
-0.8006302741009351,0.6453428668653547,0.4903144221932072,0.5735553664307841,0.29357422864043453,-0.2603683413793314,0.26511471463534153,0.3066783439202141,-0.6871787085754145,0.0,0.0,-0.22085146247364895,0.0912429465617384,1.0,0.41033672670321064
-0.37761646605098464,0.5219233837010038,0.4681083833348222,0.39410865207071216,0.8209444273024162,-1.0373855322515853,0.5564074147295931,-1.0043376088870992,0.3128212914245854,0.0,0.0,-0.17099914056009746,-0.8461858622757026,1.0,0.06408248499086401
-0.4229393740563367,0.040713535624275335,-1.5773064648826949,-0.6315095608978304,0.42541677830592994,-1.2608639278564369,-1.113551796003708,-0.3729898898253764,0.3128212914245854,0.0,0.0,-1.3906201612315436,0.13134791245527358,1.0,0.24693291568780998
-0.9932526331236806,0.4734094359162746,-0.35817379848336406,-0.6490165574207641,2.0075273742918753,-1.6046768441715935,0.9110632670477544,-1.492437361772914,0.5024833322018825,0.0,0.0,-0.7340531897635807,-0.9136401376818308,1.0,0.13025319759853823
1.4126384001604126,0.15491536870952757,-0.3216665335613144,0.24675809800268547,-0.49748106935253805,1.7646897357169407,-1.145149950476439,0.06926159331272755,-0.6871787085754145,0.0,0.0,-0.4960213158147269,0.17095085194684098,1.0,0.41033672670321064
0.2266889740203726,-1.306033654879806,-0.7390000140896829,0.12275020596523703,-1.2885363673455106,0.8260804741765633,0.19376891159479864,0.1073580564783356,0.3128212914245854,0.0,4.218155198292494,1.098176988618881,0.4108460754975966,1.0,0.03628295484207779
-0.8232917281036112,-0.4536435923021149,-0.8733453059143507,0.9193185477587281,0.1617316789749391,-1.2402351528775275,-0.30348798187051407,0.04740741553284874,-0.6871787085754145,3.1188731797966303,0.0,-0.36663660957936706,0.39612513017267476,1.0,0.03628295484207779
-0.49470064506481043,-0.7571953635911651,-1.3344953576207235,-0.0187646825951449,0.5572593279714254,-0.9926898531306148,-0.1505771234281329,-0.5008467581674229,-0.6871787085754145,3.1188731797966303,0.0,-0.3129063382241362,-0.14577131318394546,1.0,0.41033672670321064
-1.5824504371932546,0.27547252895457963,-1.7051397883943606,-0.5439745782831609,1.8756848246263798,-1.5255998734191074,1.3701731644476065,-1.1218560439097744,0.0,0.0,0.0,-1.6944691279980983,-0.7000139914707925,1.0,0.03628295484207779
0.4570804230475775,0.9178457115721782,0.8830292916709691,-0.10484074883290306,-0.2337959700215472,0.7332509867714709,0.14528709205995566,0.8802119254615172,-0.6871787085754145,0.0,0.0,-0.08836114215494847,0.5181642509634707,1.0,0.41033672670321064
-0.16233265302556357,1.6641842842924512,0.6982120966242108,1.7012977257831075,0.6891018776369209,0.6748027909978942,0.5670906304483965,1.1498170065119095,0.5024833322018825,0.0,0.0,-0.5199455266627259,0.851138601648046,1.0,0.13025319759853823
-0.16233265302556357,0.8604537113428437,-0.9665106694663822,0.06293463451187963,0.42541677830592994,-0.136595691505875,0.8233918442252489,0.4086654496441634,-0.6871787085754145,0.0,0.0,-1.457419898261428,0.871019563740663,1.0,0.13025319759853823
-0.34740119404741693,-0.513267234129547,-0.6390118551184759,0.04980438711967925,-0.6293236190180335,0.7160603409557131,0.38039806641957163,-0.18385428056398037,0.3128212914245854,0.0,0.0,-0.14268125316666538,-0.008885917922778675,1.0,0.13025319759853823
0.8876480490984208,2.0619501421794455,2.4223235511703645,0.18256577741859445,-0.36563851968704264,1.5412113401120888,0.133033199592965,2.8087677960589277,0.0,0.0,0.0,0.46000914824035183,1.1950111908447114,0.0,0.41033672670321064
-1.386051169170063,-0.04787293303064032,-0.25097444932014307,0.13004478784979293,1.2164720762989025,-0.8964222365623711,0.2662893566315067,0.09868768108508652,-0.6871787085754145,0.0,0.0,-0.29712686569327385,0.17559450509399932,1.0,0.13025319759853823
0.13226624900922287,-0.9655142553787921,-0.4727718828661926,-0.6811127177128096,-1.2885363673455106,0.04562515414115786,0.007159300280705427,-0.26849237943430926,1.09315064012263,0.0,0.0,0.5302326565522201,-0.17446839960964355,0.0,0.06408248499086401
0.9669631381077861,-0.8168190054185972,0.8329789536601285,1.988704252034605,-0.36563851968704264,1.4002480444228749,-0.3183470321757658,2.3622245226414234,-0.6871787085754145,0.0,0.0,0.9882893945390795,1.396202261202364,0.0,0.41033672670321064
-1.6542117082017282,-0.18492483552250016,2.1194850060901556,-1.2296652754314041,0.6891018776369209,-1.1611581821250416,0.8234192521433629,-0.23533838290702774,0.3128212914245854,3.1188731797966303,0.0,1.0992144229740664,-0.7367420441785364,1.0,0.03628295484207779
0.3399962440337523,-1.2230262902201343,-1.3344953576207235,-0.44622718103011344,-0.6293236190180335,-0.16066259564793606,0.4364499270244096,-1.140897147029129,-0.6871787085754145,0.0,0.0,0.5845021470293117,-0.7569590084506417,1.0,0.41033672670321064
-0.9932526331236806,-0.5230670515820621,0.9175650665199793,0.8857634710897715,1.0846295266334072,-0.23286330807411876,2.5011699470269866,0.6182523782043023,0.0,0.0,0.0,0.7653168460053899,0.23417589345788964,1.0,0.13025319759853823
0.23046588302081922,1.0599915785814347,-0.6390118551184759,1.4197268650392545,0.29357422864043453,-1.6149912316610482,-0.08098546508385102,-2.2028194413528754,-0.6871787085754145,0.0,0.0,-1.2937571416571683,-0.9436764667557286,1.0,0.24693291568780998
-0.4229393740563367,-0.11841221310963633,-0.18316857525381003,0.3313752478635325,0.9527869769679117,-1.4877804526244403,-1.2293692467022275,-1.1879658116298903,0.633532963800438,0.0,0.0,-0.19621251651446844,-0.861013042263335,1.0,0.41033672670321064
-0.33984737604652476,0.8442500527827442,-0.18316857525381003,-1.2413366064466935,1.4801571756298935,-0.8861078490729163,-0.15555304751793061,-0.23245309019223576,0.3128212914245854,0.0,0.0,-0.813948603429082,-0.23580384981707783,1.0,0.13025319759853823
1.5637147601782522,2.6718674937290605,0.9346012508745702,-1.3843104113839866,-1.2885363673455106,-0.27755898719508926,0.18174750596073339,-0.12018435402820427,0.965739470288766,0.0,4.218155198292494,-0.680084640762753,-0.4633122308699064,0.0,0.06408248499086401
2.492834374287964,2.1154125126382177,0.5297078972900982,-1.0049921533870863,-1.0248512680145199,1.2489703612442058,-1.5513228138282522,-1.2146417971591352,0.0,0.0,0.0,-0.8095753842715958,-0.8939453164226642,1.0,0.0660401983816236
-0.8232917281036112,-1.143220846114255,-1.1462548803132098,0.2861488401792866,-0.2337959700215472,-0.5491711910840629,-0.8269288094649181,0.2478345871026464,-0.6871787085754145,0.0,0.0,0.49085519663484234,0.7731448650052261,1.0,0.41033672670321064
0.39287297003999655,0.09092547158146984,1.2709967688034485,-0.918916087149328,-1.2885363673455106,1.4552581110332996,0.7536178926142904,0.8048292740197864,-0.6871787085754145,0.0,0.0,0.5466562234234921,0.2618761458680729,1.0,0.0660401983816236
-0.018810111008616178,-0.2577442711473786,0.6354264363607949,-0.9597657457028403,0.029889129309443672,-0.20535827476890633,0.9588076506250134,0.18505602355068115,0.731226573133468,0.0,4.218155198292494,0.4151977655427653,-0.09650557064407315,0.0,0.03628295484207779
-1.110336812137506,-1.085731817989351,-0.924249836697207,-1.4134887389222097,0.5572593279714254,-0.6866963576101255,0.7455485633531826,-0.7586859332798296,0.0,0.0,0.0,0.49239245497028206,-0.5476332209256847,1.0,0.24693291568780998
-1.707088434207972,-0.9903533966445734,0.17993771642518402,1.5145564295384795,0.8209444273024162,-0.16753885397423907,1.1200276242069267,0.4930273804872671,-0.6871787085754145,0.0,0.0,0.8946865560364263,0.4409380727807846,1.0,0.24693291568780998
-1.110336812137506,-0.9772546307426966,-2.1829835782972977,-1.0341704809253094,0.8209444273024162,-1.6149912316610482,-0.8625247323486418,-2.2028194413528754,-0.6871787085754145,0.0,0.0,-0.5329823418226529,-0.9436764667557286,1.0,0.24693291568780998
0.23046588302081922,1.4678968515554376,0.5490597337026459,0.8215711505056804,0.6891018776369209,1.4655724985227543,1.1970886686188857,2.0828633177702445,0.3128212914245854,0.0,0.0,-0.5524450800885569,1.3760052133593477,0.0,0.24693291568780998
1.5637147601782522,1.0221021853615615,0.7931529838835493,0.804064153982747,-1.4203789170110062,0.8226423450134119,0.833257920519846,0.27817410829076294,0.3128212914245854,3.1188731797966303,0.0,-0.1938860442799383,-0.06344333575692715,0.0,0.41033672670321064
-1.707088434207972,-0.7934352825863578,0.4903144221932072,-1.4981058887830567,2.1393699239573705,-1.6149912316610482,0.19376891159479864,-2.2028194413528754,-0.6871787085754145,0.0,0.0,0.8043688292396506,-0.9436764667557286,1.0,0.24693291568780998
0.8158867780899465,1.7853721258587048,0.42250854812687416,1.5524882553381696,-0.36563851968704264,0.17283593317776588,0.9206520286223173,0.4952966883969094,0.5024833322018825,0.0,0.0,-0.7715914831672441,0.32992847440042855,1.0,0.41033672670321064
-0.9932526331236806,-0.14941262574407818,0.2526220035770029,1.435774945185277,0.6891018776369209,0.908595574092201,1.0059011657784482,0.9110601150223082,-0.6871787085754145,0.0,0.0,0.10963292924234373,0.8353713862675589,1.0,0.41033672670321064
-0.37761646605098464,0.8407570485422436,0.17424148676203113,-1.0429239791867762,2.0075273742918753,-0.49416112447363775,0.6408992297974325,0.4620726423525821,0.3128212914245854,0.0,0.0,-0.5436552314287703,0.408789893957844,1.0,0.41033672670321064
-0.4644853730612427,-0.3589928801741082,0.6982120966242108,1.3569934608320748,0.1617316789749391,1.273037265386267,0.4141436878449868,1.47314542482686,0.3128212914245854,0.0,0.0,0.5246631416496735,1.0864533006720156,1.0,0.13025319759853823
0.8800942310975285,0.6229294229888098,-0.3216665335613144,1.5130975131615685,-0.8930087183490244,0.3069229705406769,-0.39735650048995,-0.06570584578858704,-0.6871787085754145,0.0,0.0,-0.7965909685900985,0.0062533604755954,1.0,0.24693291568780998
-0.9932526331236806,-0.42967770209645856,0.5268505721389937,-0.21425947710123974,0.29357422864043453,0.03531076665170326,-0.28962207747301555,0.03740044172176317,0.0,3.1188731797966303,0.0,0.48660209510675556,-0.2044896959975717,1.0,0.13025319759853823
